Company Name,Ticker,Country,Industry,Year,Revenue,Revenue Unit,Net Income,Total Assets,Operating Cash Flow
Starbucks Corporation,SBUX,United States,Restaurants,2025,37184400000.0,USD,1856400000.0,32019700000.0,4747500000.0
Starbucks Corporation,SBUX,United States,Restaurants,2024,36176200000.0,USD,3760900000.0,31339300000.0,6095600000.0
Starbucks Corporation,SBUX,United States,Restaurants,2023,35975600000.0,USD,4124500000.0,29445500000.0,6008700000.0
State Street Corporation,STT,United States,Asset Management,2024,12919000000.0,USD,2687000000.0,353240000000.0,-13210000000.0
State Street Corporation,STT,United States,Asset Management,2023,11945000000.0,USD,1944000000.0,297258000000.0,690000000.0
State Street Corporation,STT,United States,Asset Management,2022,12125000000.0,USD,2774000000.0,301450000000.0,11954000000.0
Stryker Corporation,SYK,United States,Medical Devices,2024,22595000000.0,USD,2993000000.0,42971000000.0,4242000000.0
Stryker Corporation,SYK,United States,Medical Devices,2023,20498000000.0,USD,3165000000.0,39912000000.0,3711000000.0
Stryker Corporation,SYK,United States,Medical Devices,2022,18449000000.0,USD,2358000000.0,36884000000.0,2624000000.0
"Sumitomo Mitsui Financial Group, Inc.",SMFG,Japan,Banks - Diversified,2025,5066265000000.0,USD,1177996000000.0,306282015000000.0,4848464000000.0
"Sumitomo Mitsui Financial Group, Inc.",SMFG,Japan,Banks - Diversified,2024,4433371000000.0,USD,962946000000.0,295236701000000.0,642862000000.0
"Sumitomo Mitsui Financial Group, Inc.",SMFG,Japan,Banks - Diversified,2023,3719458000000.0,USD,805842000000.0,270428564000000.0,-5895185000000.0
"Synopsys, Inc.",SNPS,United States,Software - Infrastructure,2024,6127436000.0,USD,2263380000.0,13073561000.0,1407029000.0
"Synopsys, Inc.",SNPS,United States,Software - Infrastructure,2023,5318014000.0,USD,1229888000.0,10333131000.0,1703274000.0
"Synopsys, Inc.",SNPS,United States,Software - Infrastructure,2022,4615714000.0,USD,984594000.0,9418087000.0,1738900000.0
Sysco Corporation,SYY,United States,Food Distribution,2025,81370000000.0,USD,1828000000.0,26774000000.0,2510000000.0
Sysco Corporation,SYY,United States,Food Distribution,2024,78844000000.0,USD,1955000000.0,24917000000.0,2989000000.0
Sysco Corporation,SYY,United States,Food Distribution,2023,76325000000.0,USD,1770000000.0,22821000000.0,2868000000.0
Takeda Pharmaceutical Company Limited,TAK,Japan,Drug Manufacturers - Specialty & Generic,2025,4581551000000.0,USD,107928000000.0,14248344000000.0,1057182000000.0
Takeda Pharmaceutical Company Limited,TAK,Japan,Drug Manufacturers - Specialty & Generic,2024,4263762000000.0,USD,144067000000.0,15108792000000.0,716344000000.0
Takeda Pharmaceutical Company Limited,TAK,Japan,Drug Manufacturers - Specialty & Generic,2023,4027478000000.0,USD,317017000000.0,13957750000000.0,977156000000.0
Target Corporation,TGT,United States,Discount Stores,2025,106566000000.0,USD,4091000000.0,57769000000.0,7367000000.0
Target Corporation,TGT,United States,Discount Stores,2024,107412000000.0,USD,4138000000.0,55356000000.0,8621000000.0
Target Corporation,TGT,United States,Discount Stores,2023,109120000000.0,USD,2780000000.0,53335000000.0,4018000000.0
Teledyne Technologies Incorporated,TDY,United States,Scientific & Technical Instruments,2024,5670000000.0,USD,819200000.0,14200500000.0,1191900000.0
Teledyne Technologies Incorporated,TDY,United States,Scientific & Technical Instruments,2023,5635500000.0,USD,885700000.0,14527900000.0,836100000.0
Teledyne Technologies Incorporated,TDY,United States,Scientific & Technical Instruments,2022,5458600000.0,USD,788600000.0,14354000000.0,486800000.0
"Tesla, Inc.",TSLA,United States,Auto Manufacturers,2024,97690000000.0,USD,7130000000.0,122070000000.0,14923000000.0
"Tesla, Inc.",TSLA,United States,Auto Manufacturers,2023,96773000000.0,USD,14999000000.0,106618000000.0,13256000000.0
"Tesla, Inc.",TSLA,United States,Auto Manufacturers,2022,81462000000.0,USD,12583000000.0,82338000000.0,14724000000.0
Teva Pharmaceutical Industries Limited,TEVA,Israel,Drug Manufacturers - Specialty & Generic,2024,16544000000.0,USD,-1639000000.0,39326000000.0,1247000000.0
Teva Pharmaceutical Industries Limited,TEVA,Israel,Drug Manufacturers - Specialty & Generic,2023,15845000000.0,USD,-559000000.0,43479000000.0,1368000000.0
Teva Pharmaceutical Industries Limited,TEVA,Israel,Drug Manufacturers - Specialty & Generic,2022,14925000000.0,USD,-2446000000.0,44011000000.0,1590000000.0
Texas Instruments Incorporated,TXN,United States,Semiconductors,2024,15641000000.0,USD,4799000000.0,35509000000.0,6318000000.0
Texas Instruments Incorporated,TXN,United States,Semiconductors,2023,17519000000.0,USD,6510000000.0,32348000000.0,6420000000.0
Texas Instruments Incorporated,TXN,United States,Semiconductors,2022,20028000000.0,USD,8749000000.0,27207000000.0,8720000000.0
The Bank of New York Mellon Corporation,BK,United States,Banks - Diversified,2024,18258000000.0,USD,4530000000.0,416064000000.0,687000000.0
The Bank of New York Mellon Corporation,BK,United States,Banks - Diversified,2023,17488000000.0,USD,3302000000.0,409877000000.0,5912000000.0
The Bank of New York Mellon Corporation,BK,United States,Banks - Diversified,2022,16186000000.0,USD,2556000000.0,405783000000.0,15068000000.0
The Boeing Company,BA,United States,Aerospace & Defense,2024,66517000000.0,USD,-11817000000.0,156363000000.0,-12080000000.0
The Boeing Company,BA,United States,Aerospace & Defense,2023,77794000000.0,USD,-2222000000.0,137012000000.0,5960000000.0
The Boeing Company,BA,United States,Aerospace & Defense,2022,66608000000.0,USD,-4935000000.0,137100000000.0,3512000000.0
The Campbell's Company,CPB,United States,Packaged Foods,2025,10253000000.0,USD,602000000.0,14896000000.0,1131000000.0
The Campbell's Company,CPB,United States,Packaged Foods,2024,9636000000.0,USD,567000000.0,15235000000.0,1185000000.0
The Campbell's Company,CPB,United States,Packaged Foods,2023,9357000000.0,USD,858000000.0,12058000000.0,1143000000.0
The Charles Schwab Corporation,SCHW,United States,Capital Markets,2024,19606000000.0,USD,5942000000.0,479843000000.0,2670000000.0
The Charles Schwab Corporation,SCHW,United States,Capital Markets,2023,18837000000.0,USD,5067000000.0,493178000000.0,19587000000.0
The Charles Schwab Corporation,SCHW,United States,Capital Markets,2022,20762000000.0,USD,7183000000.0,551772000000.0,2057000000.0
The Coca-Cola Company,KO,United States,Beverages - Non-Alcoholic,2024,47061000000.0,USD,10631000000.0,100549000000.0,6805000000.0
The Coca-Cola Company,KO,United States,Beverages - Non-Alcoholic,2023,45754000000.0,USD,10714000000.0,97703000000.0,11599000000.0
The Coca-Cola Company,KO,United States,Beverages - Non-Alcoholic,2022,43004000000.0,USD,9542000000.0,92763000000.0,11018000000.0
"The Cooper Companies, Inc.",COO,United States,Medical Instruments & Supplies,2024,3895400000.0,USD,392300000.0,12315200000.0,709300000.0
"The Cooper Companies, Inc.",COO,United States,Medical Instruments & Supplies,2023,3593200000.0,USD,294200000.0,11658900000.0,607500000.0
"The Cooper Companies, Inc.",COO,United States,Medical Instruments & Supplies,2022,3308400000.0,USD,385800000.0,11492300000.0,692400000.0
The Estée Lauder Companies Inc.,EL,United States,Household & Personal Products,2025,14326000000.0,USD,-1133000000.0,19892000000.0,1272000000.0
The Estée Lauder Companies Inc.,EL,United States,Household & Personal Products,2024,15608000000.0,USD,390000000.0,21677000000.0,2360000000.0
The Estée Lauder Companies Inc.,EL,United States,Household & Personal Products,2023,15910000000.0,USD,1006000000.0,23415000000.0,1731000000.0
"The Goldman Sachs Group, Inc.",GS,United States,Capital Markets,2024,53512000000.0,USD,14276000000.0,1675972000000.0,-13212000000.0
"The Goldman Sachs Group, Inc.",GS,United States,Capital Markets,2023,46254000000.0,USD,8516000000.0,1641594000000.0,-12587000000.0
"The Goldman Sachs Group, Inc.",GS,United States,Capital Markets,2022,47365000000.0,USD,11261000000.0,1441799000000.0,8708000000.0
"The Hartford Insurance Group, Inc.",HIG,United States,Insurance - Property & Casualty,2024,26384000000.0,USD,3111000000.0,80917000000.0,5909000000.0
"The Hartford Insurance Group, Inc.",HIG,United States,Insurance - Property & Casualty,2023,24330000000.0,USD,2504000000.0,76780000000.0,4220000000.0
"The Hartford Insurance Group, Inc.",HIG,United States,Insurance - Property & Casualty,2022,21854000000.0,USD,1819000000.0,73008000000.0,4008000000.0
The Hershey Company,HSY,United States,Confectioners,2024,11202263000.0,USD,2221239000.0,12946861000.0,2531596000.0
The Hershey Company,HSY,United States,Confectioners,2023,11164992000.0,USD,1861787000.0,11902941000.0,2323190000.0
The Hershey Company,HSY,United States,Confectioners,2022,10419294000.0,USD,1644817000.0,10948820000.0,2327837000.0
"The Home Depot, Inc.",HD,United States,Home Improvement Retail,2025,159514000000.0,USD,14806000000.0,96119000000.0,19810000000.0
"The Home Depot, Inc.",HD,United States,Home Improvement Retail,2024,152669000000.0,USD,15143000000.0,76530000000.0,21172000000.0
"The Home Depot, Inc.",HD,United States,Home Improvement Retail,2023,157403000000.0,USD,17105000000.0,76445000000.0,14615000000.0
The Kraft Heinz Company,KHC,United States,Packaged Foods,2024,25846000000.0,USD,2744000000.0,88287000000.0,4184000000.0
The Kraft Heinz Company,KHC,United States,Packaged Foods,2023,26640000000.0,USD,2855000000.0,90339000000.0,3976000000.0
The Kraft Heinz Company,KHC,United States,Packaged Foods,2022,26485000000.0,USD,2363000000.0,90513000000.0,2469000000.0
"The PNC Financial Services Group, Inc.",PNC,United States,Banks - Regional,2024,20809000000.0,USD,5889000000.0,560038000000.0,7880000000.0
"The PNC Financial Services Group, Inc.",PNC,United States,Banks - Regional,2023,21509000000.0,USD,5578000000.0,561580000000.0,10111000000.0
"The PNC Financial Services Group, Inc.",PNC,United States,Banks - Regional,2022,21114000000.0,USD,6041000000.0,557263000000.0,9083000000.0
The Procter & Gamble Company,PG,United States,Household & Personal Products,2025,84284000000.0,USD,15974000000.0,125231000000.0,17817000000.0
The Procter & Gamble Company,PG,United States,Household & Personal Products,2024,84039000000.0,USD,14879000000.0,122370000000.0,19846000000.0
The Procter & Gamble Company,PG,United States,Household & Personal Products,2023,82006000000.0,USD,14653000000.0,120829000000.0,16848000000.0
The Progressive Corporation,PGR,United States,Insurance - Property & Casualty,2024,75343000000.0,USD,8480000000.0,105745000000.0,15119000000.0
The Progressive Corporation,PGR,United States,Insurance - Property & Casualty,2023,62083000000.0,USD,3903000000.0,88691000000.0,10643000000.0
The Progressive Corporation,PGR,United States,Insurance - Property & Casualty,2022,49587000000.0,USD,722000000.0,75465000000.0,6849000000.0
The Sherwin-Williams Company,SHW,United States,Specialty Chemicals,2024,23098500000.0,USD,2681400000.0,23632600000.0,3153200000.0
The Sherwin-Williams Company,SHW,United States,Specialty Chemicals,2023,23051900000.0,USD,2388800000.0,22954400000.0,3521900000.0
The Sherwin-Williams Company,SHW,United States,Specialty Chemicals,2022,22148900000.0,USD,2020100000.0,22594000000.0,1919900000.0
The Southern Company,SO,United States,Utilities - Regulated Electric,2024,26724000000.0,USD,4401000000.0,145180000000.0,9788000000.0
The Southern Company,SO,United States,Utilities - Regulated Electric,2023,25253000000.0,USD,3976000000.0,139331000000.0,7553000000.0
The Southern Company,SO,United States,Utilities - Regulated Electric,2022,29279000000.0,USD,3535000000.0,134891000000.0,6302000000.0
"The TJX Companies, Inc.",TJX,United States,Apparel Retail,2025,56360000000.0,USD,4864000000.0,31749000000.0,6116000000.0
"The TJX Companies, Inc.",TJX,United States,Apparel Retail,2024,54217000000.0,USD,4474000000.0,29747000000.0,6057000000.0
"The TJX Companies, Inc.",TJX,United States,Apparel Retail,2023,49936000000.0,USD,3498000000.0,28349000000.0,4084000000.0
The Toronto-Dominion Bank,TD,Canada,Banks - Diversified,2024,56256000000.0,USD,8842000000.0,2061751000000.0,54937000000.0
The Toronto-Dominion Bank,TD,Canada,Banks - Diversified,2023,51524000000.0,USD,10634000000.0,1955139000000.0,-65302000000.0
The Toronto-Dominion Bank,TD,Canada,Banks - Diversified,2022,45762000000.0,USD,17429000000.0,1917528000000.0,38949000000.0
"The Travelers Companies, Inc.",TRV,United States,Insurance - Property & Casualty,2024,46428000000.0,USD,4999000000.0,133189000000.0,9074000000.0
"The Travelers Companies, Inc.",TRV,United States,Insurance - Property & Casualty,2023,41373000000.0,USD,2991000000.0,125978000000.0,7711000000.0
"The Travelers Companies, Inc.",TRV,United States,Insurance - Property & Casualty,2022,36896000000.0,USD,2842000000.0,115717000000.0,6465000000.0
"The Williams Companies, Inc.",WMB,United States,Oil & Gas Midstream,2024,10503000000.0,USD,2225000000.0,54532000000.0,4974000000.0
"The Williams Companies, Inc.",WMB,United States,Oil & Gas Midstream,2023,10907000000.0,USD,3179000000.0,52627000000.0,5938000000.0
"The Williams Companies, Inc.",WMB,United States,Oil & Gas Midstream,2022,10965000000.0,USD,2049000000.0,48433000000.0,4889000000.0
Thermo Fisher Scientific Inc.,TMO,United States,Diagnostics & Research,2024,42879000000.0,USD,6335000000.0,97321000000.0,8667000000.0
Thermo Fisher Scientific Inc.,TMO,United States,Diagnostics & Research,2023,42857000000.0,USD,5995000000.0,98726000000.0,8406000000.0
Thermo Fisher Scientific Inc.,TMO,United States,Diagnostics & Research,2022,44915000000.0,USD,6950000000.0,97154000000.0,9154000000.0
TotalEnergies SE,TTE,France,Oil & Gas Integrated,2024,195610000000.0,USD,15758000000.0,285487000000.0,30854000000.0
TotalEnergies SE,TTE,France,Oil & Gas Integrated,2023,218945000000.0,USD,21384000000.0,283654000000.0,40679000000.0
TotalEnergies SE,TTE,France,Oil & Gas Integrated,2022,263310000000.0,USD,20526000000.0,303864000000.0,47367000000.0
Toyota Motor Corporation,TM,Japan,Auto Manufacturers,2025,48036704000000.0,USD,4765086000000.0,93601350000000.0,3696934000000.0
Toyota Motor Corporation,TM,Japan,Auto Manufacturers,2024,45095325000000.0,USD,4944933000000.0,90114296000000.0,4206373000000.0
Toyota Motor Corporation,TM,Japan,Auto Manufacturers,2023,37154298000000.0,USD,2451318000000.0,74303180000000.0,2955076000000.0
Truist Financial Corporation,TFC,United States,Banks - Regional,2024,13278000000.0,USD,4818000000.0,531176000000.0,2164000000.0
Truist Financial Corporation,TFC,United States,Banks - Regional,2023,20022000000.0,USD,-1091000000.0,535349000000.0,8631000000.0
Truist Financial Corporation,TFC,United States,Banks - Regional,2022,19973000000.0,USD,6260000000.0,555255000000.0,11081000000.0
Twilio Inc.,TWLO,United States,Software - Infrastructure,2024,4458036000.0,USD,-109403000.0,9865472000.0,716241000.0
Twilio Inc.,TWLO,United States,Software - Infrastructure,2023,4153945000.0,USD,-1015441000.0,11609707000.0,414752000.0
Twilio Inc.,TWLO,United States,Software - Infrastructure,2022,3826321000.0,USD,-1256145000.0,12564304000.0,-254368000.0
U.S. Bancorp,USB,United States,Banks - Regional,2024,27335000000.0,USD,6299000000.0,678318000000.0,11273000000.0
U.S. Bancorp,USB,United States,Banks - Regional,2023,28013000000.0,USD,5429000000.0,663491000000.0,8447000000.0
U.S. Bancorp,USB,United States,Banks - Regional,2022,24184000000.0,USD,5825000000.0,674805000000.0,21119000000.0
UBS Group AG,UBS,Switzerland,Banks - Diversified,2024,45346000000.0,USD,5086000000.0,1565028000000.0,3279000000.0
UBS Group AG,UBS,Switzerland,Banks - Diversified,2023,38860000000.0,USD,27366000000.0,1716924000000.0,86068000000.0
UBS Group AG,UBS,Switzerland,Banks - Diversified,2022,33270000000.0,USD,7629000000.0,1104364000000.0,14647000000.0
"UDR, Inc.",UDR,United States,REIT - Residential,2024,1671842000.0,USD,89585000.0,10897586000.0,876848000.0
"UDR, Inc.",UDR,United States,REIT - Residential,2023,1627501000.0,USD,444353000.0,11373242000.0,832664000.0
"UDR, Inc.",UDR,United States,REIT - Residential,2022,1517386000.0,USD,86924000.0,11038470000.0,820071000.0
"Uber Technologies, Inc.",UBER,United States,Software - Application,2024,43978000000.0,USD,9856000000.0,51244000000.0,7137000000.0
"Uber Technologies, Inc.",UBER,United States,Software - Application,2023,37281000000.0,USD,1887000000.0,38699000000.0,3585000000.0
"Uber Technologies, Inc.",UBER,United States,Software - Application,2022,31877000000.0,USD,-9141000000.0,32109000000.0,642000000.0
UiPath Inc.,PATH,United States,Software - Infrastructure,2025,1429664000.0,USD,-73694000.0,2865270000.0,320565000.0
UiPath Inc.,PATH,United States,Software - Infrastructure,2024,1308072000.0,USD,-89883000.0,2954758000.0,299082000.0
UiPath Inc.,PATH,United States,Software - Infrastructure,2023,1058581000.0,USD,-328352000.0,2735206000.0,-9981000.0
Union Pacific Corporation,UNP,United States,Railroads,2024,24250000000.0,USD,6747000000.0,67715000000.0,9346000000.0
Union Pacific Corporation,UNP,United States,Railroads,2023,24119000000.0,USD,6379000000.0,67132000000.0,8379000000.0
Union Pacific Corporation,UNP,United States,Railroads,2022,24875000000.0,USD,6998000000.0,65449000000.0,9362000000.0
"United Parcel Service, Inc.",UPS,United States,Integrated Freight & Logistics,2024,91070000000.0,USD,5782000000.0,70070000000.0,10122000000.0
"United Parcel Service, Inc.",UPS,United States,Integrated Freight & Logistics,2023,90958000000.0,USD,6708000000.0,70857000000.0,10238000000.0
"United Parcel Service, Inc.",UPS,United States,Integrated Freight & Logistics,2022,100338000000.0,USD,11548000000.0,71124000000.0,14104000000.0
UnitedHealth Group Incorporated,UNH,United States,Healthcare Plans,2024,400278000000.0,USD,14405000000.0,298278000000.0,24204000000.0
UnitedHealth Group Incorporated,UNH,United States,Healthcare Plans,2023,371622000000.0,USD,22381000000.0,273720000000.0,29068000000.0
UnitedHealth Group Incorporated,UNH,United States,Healthcare Plans,2022,324162000000.0,USD,20120000000.0,245705000000.0,26206000000.0
VICI Properties Inc.,VICI,United States,REIT - Diversified,2024,3849205000.0,USD,2678810000.0,45368940000.0,2381498000.0
VICI Properties Inc.,VICI,United States,REIT - Diversified,2023,3611988000.0,USD,2513540000.0,44059841000.0,2181009000.0
VICI Properties Inc.,VICI,United States,REIT - Diversified,2022,2600697000.0,USD,1117635000.0,37575826000.0,1943396000.0
Vale S.A.,VALE,Brazil,Other Industrial Metals & Mining,2024,38056000000.0,USD,6166000000.0,80152000000.0,9366000000.0
Vale S.A.,VALE,Brazil,Other Industrial Metals & Mining,2023,41784000000.0,USD,7983000000.0,94186000000.0,13165000000.0
Vale S.A.,VALE,Brazil,Other Industrial Metals & Mining,2022,43839000000.0,USD,18788000000.0,86894000000.0,11485000000.0
Valero Energy Corporation,VLO,United States,Oil & Gas Refining & Marketing,2024,129881000000.0,USD,2770000000.0,60143000000.0,6683000000.0
Valero Energy Corporation,VLO,United States,Oil & Gas Refining & Marketing,2023,144766000000.0,USD,8835000000.0,63056000000.0,9229000000.0
Valero Energy Corporation,VLO,United States,Oil & Gas Refining & Marketing,2022,176383000000.0,USD,11528000000.0,60982000000.0,12574000000.0
Vertex Pharmaceuticals Incorporated,VRTX,United States,Biotechnology,2024,11020100000.0,USD,-535600000.0,22533200000.0,-492600000.0
Vertex Pharmaceuticals Incorporated,VRTX,United States,Biotechnology,2023,9869200000.0,USD,3619600000.0,22730200000.0,3537300000.0
Vertex Pharmaceuticals Incorporated,VRTX,United States,Biotechnology,2022,8930700000.0,USD,3322000000.0,18150900000.0,4129900000.0
Visa Inc.,V,United States,Credit Services,2025,40000000000.0,USD,20058000000.0,99627000000.0,23059000000.0
Visa Inc.,V,United States,Credit Services,2024,35926000000.0,USD,19743000000.0,94511000000.0,19950000000.0
Visa Inc.,V,United States,Credit Services,2023,32653000000.0,USD,17273000000.0,90499000000.0,20755000000.0
W. R. Berkley Corporation,WRB,United States,Insurance - Property & Casualty,2024,13691128000.0,USD,1756115000.0,40567268000.0,3678368000.0
W. R. Berkley Corporation,WRB,United States,Insurance - Property & Casualty,2023,12111139000.0,USD,1381359000.0,37202015000.0,2929238000.0
W. R. Berkley Corporation,WRB,United States,Insurance - Property & Casualty,2022,11217429000.0,USD,1381062000.0,33861099000.0,2568604000.0
"Waste Management, Inc.",WM,United States,Waste Management,2024,22063000000.0,USD,2746000000.0,44567000000.0,5390000000.0
"Waste Management, Inc.",WM,United States,Waste Management,2023,20426000000.0,USD,2304000000.0,32823000000.0,4719000000.0
"Waste Management, Inc.",WM,United States,Waste Management,2022,19698000000.0,USD,2238000000.0,31367000000.0,4536000000.0
Waters Corporation,WAT,United States,Diagnostics & Research,2024,2958387000.0,USD,637834000.0,4553795000.0,762123000.0
Waters Corporation,WAT,United States,Diagnostics & Research,2023,2956416000.0,USD,642234000.0,4626854000.0,602809000.0
Waters Corporation,WAT,United States,Diagnostics & Research,2022,2971956000.0,USD,707755000.0,3281453000.0,611661000.0
Wells Fargo & Company,WFC,United States,Banks - Diversified,2024,82296000000.0,USD,19722000000.0,1929845000000.0,3035000000.0
Wells Fargo & Company,WFC,United States,Banks - Diversified,2023,82597000000.0,USD,19142000000.0,1932468000000.0,40358000000.0
Wells Fargo & Company,WFC,United States,Banks - Diversified,2022,74368000000.0,USD,13677000000.0,1881020000000.0,27048000000.0
Welltower Inc.,WELL,United States,REIT - Healthcare Facilities,2024,7853618000.0,USD,951680000.0,51044308000.0,2256421000.0
Welltower Inc.,WELL,United States,REIT - Healthcare Facilities,2023,6478231000.0,USD,340094000.0,44012166000.0,1601861000.0
Welltower Inc.,WELL,United States,REIT - Healthcare Facilities,2022,5776068000.0,USD,141214000.0,37893233000.0,1328708000.0
"Workday, Inc.",WDAY,United States,Software - Application,2025,8446000000.0,USD,526000000.0,17977000000.0,2461000000.0
"Workday, Inc.",WDAY,United States,Software - Application,2024,7259000000.0,USD,1381000000.0,16452000000.0,2149000000.0
"Workday, Inc.",WDAY,United States,Software - Application,2023,6216000000.0,USD,-367000000.0,13486000000.0,1657000000.0
Xcel Energy Inc.,XEL,United States,Utilities - Regulated Electric,2024,13441000000.0,USD,1936000000.0,70035000000.0,4641000000.0
Xcel Energy Inc.,XEL,United States,Utilities - Regulated Electric,2023,14206000000.0,USD,1771000000.0,64079000000.0,5327000000.0
Xcel Energy Inc.,XEL,United States,Utilities - Regulated Electric,2022,15310000000.0,USD,1736000000.0,61188000000.0,3932000000.0
"Yum! Brands, Inc.",YUM,United States,Restaurants,2024,7549000000.0,USD,1486000000.0,6727000000.0,1689000000.0
"Yum! Brands, Inc.",YUM,United States,Restaurants,2023,7076000000.0,USD,1597000000.0,6231000000.0,1603000000.0
"Yum! Brands, Inc.",YUM,United States,Restaurants,2022,6842000000.0,USD,1325000000.0,5846000000.0,1427000000.0
Zoetis Inc.,ZTS,United States,Drug Manufacturers - Specialty & Generic,2024,9256000000.0,USD,2486000000.0,14237000000.0,2953000000.0
Zoetis Inc.,ZTS,United States,Drug Manufacturers - Specialty & Generic,2023,8544000000.0,USD,2344000000.0,14286000000.0,2353000000.0
Zoetis Inc.,ZTS,United States,Drug Manufacturers - Specialty & Generic,2022,8080000000.0,USD,2114000000.0,14925000000.0,1912000000.0
Zoom Communications Inc.,ZM,United States,Software - Application,2025,4665433000.0,USD,1010238000.0,10988421000.0,1945308000.0
Zoom Communications Inc.,ZM,United States,Software - Application,2024,4527224000.0,USD,637462000.0,9929793000.0,1598836000.0
Zoom Communications Inc.,ZM,United States,Software - Application,2023,4392960000.0,USD,103711000.0,8128065000.0,1290262000.0
"Zscaler, Inc.",ZS,United States,Software - Infrastructure,2025,2673115000.0,USD,-41478000.0,6419888000.0,972453000.0
"Zscaler, Inc.",ZS,United States,Software - Infrastructure,2024,2167771000.0,USD,-57706000.0,4704968000.0,779846000.0
"Zscaler, Inc.",ZS,United States,Software - Infrastructure,2023,1616952000.0,USD,-202335000.0,3608317000.0,462343000.0
adidas AG,ADDYY,Germany,Footwear & Accessories,2024,23683000000.0,USD,764000000.0,20655000000.0,2910000000.0
adidas AG,ADDYY,Germany,Footwear & Accessories,2023,21427000000.0,USD,-75000000.0,18020000000.0,2550000000.0
adidas AG,ADDYY,Germany,Footwear & Accessories,2022,22511000000.0,USD,612000000.0,20296000000.0,-479000000.0
lululemon athletica inc.,LULU,Canada,Apparel Retail,2025,10588126000.0,USD,1814616000.0,7603292000.0,2272713000.0
lululemon athletica inc.,LULU,Canada,Apparel Retail,2024,9619278000.0,USD,1550190000.0,7091941000.0,2296164000.0
lululemon athletica inc.,LULU,Canada,Apparel Retail,2023,8110518000.0,USD,854800000.0,5607038000.0,966463000.0
